name,DIFF,LipidIon,LipidGroup,Class,FattyAcid,FA1,FA2,FA3,FA4,IonFormula,CalMz,RT-(min),QCRSD,Fold Change,P-value,VIP,AdSemetab1,AdSemetab10,AdSemetab2,AdSemetab3,AdSemetab4,AdSemetab5,AdSemetab6,AdSemetab7,AdSemetab8,AdSemetab9,MaSemetab10,MaSemetab11,MaSemetab12,MaSemetab14,MaSemetab3,MaSemetab4,MaSemetab5,MaSemetab6,MaSemetab7,MaSemetab9,OaSemetab1,OaSemetab10,OaSemetab2,OaSemetab3,OaSemetab4,OaSemetab5,OaSemetab6,OaSemetab7,OaSemetab8,OaSemetab9,QC1,QC2,QC3,QC4
NEG27,,CL(74:5)-2H,CL(74:5)-2H,CL,(74:5),(74:5),,,,C83 H150 O17 P2,740.517964,9.610933051,0.033373541,1.494704111,0.015543464,0.167974466,20239.46399,40151.73635,30083.6474,21239.06519,23143.28615,21674.67078,39154.76554,31343.10687,26636.921,49217.97767,25961.91296,61231.35666,30958.23952,68665.08204,40994.52597,42926.20255,42674.48995,61833.3165,48817.75563,28660.0363,18572.63589,49331.24898,42542.39855,46190.73437,104249.199,82335.08516,66671.85097,68761.95818,66511.19714,79660.007,58388.54617,63104.51562,62185.59036,61099.90548
NEG271,,LPC(20:3)+HCOO,LPC(20:3)+HCOO,LPC,(20:3),(20:3),,,,C29 H53 O9 N1 P1,590.3463455,1.661568866,0.024023435,0.879314282,0.59211151,0.034119055,26224.77264,83180.85474,60013.33142,16296.96607,16988.95235,38921.32143,133467.0712,45694.7917,42302.82701,94369.8637,58846.45851,49690.95005,57945.76875,69074.51232,37949.07627,41097.21805,41533.42621,47382.81789,41825.4009,44837.57194,46611.16074,52514.25151,115926.0203,117556.8813,134217.0601,110252.0874,44435.55745,45280.27728,45557.6404,45130.61234,72687.06693,68884.62395,72295.75852,71069.01758
NEG273,,LPC(20:4)+HCOO,LPC(20:4)+HCOO,LPC,(20:4),(20:4),,,,C29 H51 O9 N1 P1,588.3306955,1.461499579,0.016830823,0.680038253,0.041404432,0.640017215,321096.1001,615250.6814,708823.329,330246.5677,325134.7823,514827.1748,1149289.299,587152.5744,701178.4341,510271.8157,564960.8321,422162.4811,358764.8166,534490.5624,346614.478,354963.2974,350942.6221,362263.7649,271042.951,353038.7737,476591.7281,618879.2299,771207.0665,774271.4708,545079.6753,1002186.02,311040.5137,318108.2176,324558.1975,328958.351,602390.8857,582533.1977,588320.4703,580396.0361
NEG275,,LPC(20:5)+HCOO,LPC(20:5)+HCOO,LPC,(20:5),(20:5),,,,C29 H49 O9 N1 P1,586.3150455,1.26674338,0.026624439,0.419787854,0.017777771,0.111241429,5023.216304,10510.48151,14948.45798,6057.757233,4773.126294,11873.80425,28916.78771,9143.391194,8029.697244,8814.521386,7540.970272,3876.564357,11224.04386,2991.578279,3717.570678,3284.862282,3043.62603,3097.042652,2641.508827,3957.622859,10140.99955,3216.6204,6258.40227,6710.717513,7819.724965,7681.116609,1855.377527,1473.920828,1819.327604,1644.669311,7242.859724,7042.814455,7462.978802,7077.857935
NEG277,,LPC(22:0)+HCOO,LPC(22:0)+HCOO,LPC,(22:0),(22:0),,,,C31 H63 O9 N1 P1,624.4245955,5.295671504,0.034110922,1.049153485,0.883288697,0.006588803,179.9758439,978.0623013,859.3670809,371.3727968,624.6546794,1273.033381,2439.497069,979.5869403,638.5905458,3654.276735,329.3251807,1762.690029,312.9199005,2286.228807,1592.948432,1323.777385,1962.892957,809.5406427,1240.824221,967.0338455,820.9859543,2142.560927,3399.423043,3248.466017,3556.558551,3076.264118,1568.042826,1163.081847,2194.78019,1651.58488,1745.29133,1662.464265,1609.82988,1698.717018
NEG278,,LPC(22:3)+HCOO,LPC(22:3)+HCOO,LPC,(22:3),(22:3),,,,C31 H57 O9 N1 P1,618.3776455,2.291,0.35500333,0.543603462,0.188577502,0.016793739,279.628229,918.4046447,162.7406983,181.026847,307.8679835,194.869183,444.7319242,124.3254533,141.8924904,1410.625068,416.7990642,151.2803418,153.1716262,427.0639082,218.6894785,89.2625541,349.0550769,184.3099063,168.8208243,106.2604109,717.392175,861.6504122,999.4462532,486.2421855,365.673657,1099.469553,191.3969801,402.4870025,270.6285869,320.1113563,526.0285238,198.8098321,480.4298959,437.847956
NEG279,,LPC(22:4)+HCOO,LPC(22:4)+HCOO,LPC,(22:4),(22:4),,,,C31 H55 O9 N1 P1,616.3619955,1.800263081,0.030363619,0.807141097,0.456891671,0.075765775,13904.74665,75377.17437,23066.06068,15595.09905,13714.99353,15519.10136,80450.90335,35846.84377,28505.15498,75763.81234,32341.26666,39756.37325,27211.46254,59029.40884,23279.25218,26341.07129,24819.33221,24557.99306,23187.68915,24368.76849,42666.60655,57577.46626,69878.06438,73282.22114,78177.46233,159403.2298,27475.97707,32817.07858,31138.30786,28434.35821,58727.28399,57341.04846,59567.26689,55553.73481
NEG28,,CL(74:7)-2H,CL(74:7)-2H,CL,(74:7),(74:7),,,,C83 H146 O17 P2,738.502314,9.310213707,0.073097985,0.875150107,0.375051735,0.111700301,43411.45253,94079.57055,49699.26746,29722.88002,30387.00633,58028.26703,92554.23642,72387.83353,62861.39385,84953.19863,38291.68153,66803.19551,40529.90821,54319.45762,67572.78249,68155.32994,65169.60811,45482.06401,41726.27557,52866.94373,53156.37085,46228.4734,59945.5814,68329.69395,152202.6544,101314.9117,84954.76514,84009.75701,84538.58392,93107.56312,76302.86645,76911.60244,84233.4261,70504.13499
NEG281,,LPC(22:5)+HCOO,LPC(22:5)+HCOO,LPC,(22:5),(22:5),,,,C31 H53 O9 N1 P1,614.3463455,1.511726551,0.062541019,0.736744335,0.111567371,0.175559802,32915.53995,89548.48766,44949.34298,36138.03698,35896.51593,61744.26718,117785.0736,68160.34454,96852.80511,77404.7523,62892.18022,56016.46172,44177.56751,82398.16966,34886.30456,39950.55666,40393.28754,53530.99213,35685.47293,37348.14901,49742.3871,95177.76672,111446.3147,99258.49125,94317.61463,194750.8624,40442.61765,38804.21698,34108.40466,43804.61102,81113.3228,80509.68495,84061.63374,72443.39094
NEG283,,LPC(22:6)+HCOO,LPC(22:6)+HCOO,LPC,(22:6),(22:6),,,,C31 H51 O9 N1 P1,612.3306955,1.392953906,0.026559544,0.738197425,0.211042131,0.121169584,20571.62609,28433.93425,49071.5245,15465.95882,15592.33408,34805.53179,80064.2833,50339.22105,54851.28796,22381.5706,49332.16855,23400.83901,40990.02532,32852.89989,20514.05186,21228.16348,19538.66103,22843.46745,13399.41625,30197.69274,43578.86015,29832.72461,47136.74139,47791.91243,27947.97559,38783.97267,11004.7545,10797.08726,10578.99326,11438.15608,35808.98411,37592.78346,35807.457,35475.24191
NEG285,,LPC(24:0)+HCOO,LPC(24:0)+HCOO,LPC,(24:0),(24:0),,,,C33 H67 O9 N1 P1,652.4558955,7.05660281,0.010599419,0.940312905,0.762138351,0.014427817,1317.469269,3223.217835,2855.45829,1601.80903,1609.02956,1925.255914,6018.682272,3012.007373,2919.008667,5575.048081,2475.767714,3791.804488,2115.939243,3685.442569,4277.418185,3169.529968,2902.735606,1809.252219,2248.86647,1786.215629,695.077677,3841.098595,6538.448897,6317.762544,5713.030792,7120.961859,4287.431577,3239.960781,3965.344612,4178.743089,3935.506404,3909.663855,3853.584922,3853.58203
NEG286,,LPE(16:0)-H,LPE(16:0)-H,LPE,(16:0),(16:0),,,,C21 H43 O7 N1 P1,452.2782655,1.863195964,0.047867211,0.928450669,0.593710794,0.041840947,15277.76823,23812.2515,17232.54611,11335.9689,10736.97425,16281.57213,20736.09792,17553.63453,17493.47404,33664.73168,15743.38229,17857.54478,18665.56735,25337.18717,14735.29862,14444.813,15784.81865,21657.42375,13689.03969,13035.92203,19993.78667,18326.69292,32325.41931,31915.5809,43293.81513,39620.7237,23429.15279,22147.91413,24209.67445,20473.30343,26240.76337,25878.74436,27080.85747,24141.09416
NEG287,,LPE(16:1e)-H,LPE(16:1e)-H,LPE,(16:1e),(16:1e),,,,C21 H43 O6 N1 P1,436.2833505,2.109941605,0.035435293,0.926679338,0.453142469,0.042447154,7246.924477,16223.7107,13475.04394,11027.75968,12073.8983,9169.688002,14028.49928,12999.02546,12379.40723,12873.91127,14639.01856,13788.40033,12541.80472,14899.00524,8368.694985,8777.766356,8717.168954,12267.17801,10213.96736,8376.559661,9444.567181,8609.131816,14235.13854,14442.67559,13543.98728,13013.96717,7482.506307,7543.677283,6966.991675,7161.234837,13696.83435,13177.44788,14129.27895,13107.94966
NEG288,,LPE(17:0)-H,LPE(17:0)-H,LPE,(17:0),(17:0),,,,C22 H45 O7 N1 P1,466.2939155,2.185346297,0.099296975,0.864766133,0.52967499,0.008423573,544.8772727,613.533536,256.6222599,397.9459243,341.775867,653.8382316,535.1971988,114.0229706,421.161821,1138.917677,681.0749202,182.1179045,480.1002785,681.2435756,327.7557887,436.6738917,158.6268659,315.2544285,523.1763722,553.2796886,592.4217414,1980.996649,810.1165196,929.4601297,3750.655021,1345.634121,1262.060341,1254.667575,1344.305907,974.4324306,816.5996186,982.245645,813.4068095,807.7975823
NEG289,,LPE(18:0)-H,LPE(18:0)-H,LPE,(18:0),(18:0),,,,C23 H47 O7 N1 P1,480.3095655,2.601010911,0.047471579,0.782606248,0.028182285,0.154010669,28491.57698,42902.95311,31151.83915,23200.52144,23149.55171,36120.94528,50269.32716,36521.44295,33144.67038,46792.34074,26849.46775,31338.72982,23918.84919,34602.11989,26103.84931,25983.30285,25467.48637,32413.52365,26963.06973,21637.56834,24029.77892,30698.12118,41744.60775,42696.24452,55400.2554,47170.35675,31065.13531,29823.68548,31492.69291,30654.23674,43397.84106,44741.3101,40082.17748,43904.78369
NEG29,,CL(75:3)-2H,CL(75:3)-2H,CL,(75:3),(75:3),,,,C84 H156 O17 P2,749.541439,7.59268102,0.099764414,1.01545896,0.948881289,0.013296866,1519.904,3443.557744,2499.392488,1916.034488,1821.980581,2788.108006,5698.810565,3304.065143,456.3997909,1690.783552,2937.18072,2660.389886,3275.857465,260.6499609,3360.951494,4374.800921,3593.159883,1122.944543,2017.511624,1924.213211,66.38955467,2588.136321,1008.293555,591.4380688,2937.384312,1800.318456,2684.511672,2760.33017,2481.858545,2491.528275,2354.113293,2365.090185,1912.619306,2364.595394
NEG290,,LPE(18:1)-H,LPE(18:1)-H,LPE,(18:1),(18:1),,,,C23 H45 O7 N1 P1,478.2939155,1.959239087,0.073153506,0.767418266,0.006681835,0.112547157,17210.73028,28480.07635,22933.84326,17201.76894,17457.42668,20079.54713,25579.14294,20389.40335,20586.62502,21060.38755,19503.25292,17402.5104,20012.12614,20132.5956,11640.72858,13741.3192,12677.6525,19334.04607,15130.81711,12334.05265,18633.47874,16459.71614,24509.72416,23168.67163,28502.89592,36270.4701,17214.88247,15653.20943,14837.40059,16368.22282,23895.53039,23902.73498,27527.3313,23896.1213
NEG291,,LPE(18:1e)-H,LPE(18:1e)-H,LPE,(18:1e),(18:1e),,,,C23 H47 O6 N1 P1,464.3146505,3.029250089,0.006518444,0.818370793,0.024742892,0.095303607,13341.11919,21649.30862,18738.5162,17409.4602,17874.67158,14604.18831,22994.63958,22698.20522,19965.05562,17503.06469,20518.54528,18256.58546,15223.21474,18133.44452,13378.12924,13717.95021,12173.90243,16643.65713,12459.90133,12348.51723,14674.21572,11837.80032,17550.22507,17850.40162,20825.39289,15928.45386,10349.25705,11514.5567,11279.80174,11065.22325,20129.31237,20373.0899,20102.82968,20101.72088
NEG292,,LPE(18:2)-H,LPE(18:2)-H,LPE,(18:2),(18:2),,,,C23 H43 O7 N1 P1,476.2782655,1.578560517,0.014378152,1.533101346,0.003544406,0.195598838,17054.39409,47776.2582,38125.43164,17454.52194,19059.02899,35533.36697,37665.4678,22690.9624,19242.74992,37379.93061,46377.27612,43974.26767,61370.74256,52172.23788,32047.86402,34016.23734,34111.27291,51858.536,49693.90178,42015.83348,22582.2951,43654.60628,59579.94384,66797.55108,87517.08488,96790.97476,37102.61443,37204.35188,38225.76068,36505.01612,52701.34659,54227.37199,52701.09729,52700.30073
NEG293,,LPE(18:2e)-H,LPE(18:2e)-H,LPE,(18:2e),(18:2e),,,,C23 H45 O6 N1 P1,462.2990005,2.21,0.019283491,0.509768789,1.25041E-05,0.088042814,4354.086083,6503.845569,5746.55094,4680.094853,4822.245949,2737.313531,4941.224633,5446.510711,6121.925001,4951.938756,4399.767196,2692.645714,2812.133282,3294.125198,2037.241408,2129.538279,2212.727467,1908.60891,2235.428026,1922.078641,1950.446085,2244.83959,2667.809787,2623.504229,3931.499037,2597.432113,1154.049339,1465.929024,1112.086043,1410.067504,4114.547136,3958.665369,3943.814118,4011.07767
NEG294,,LPE(18:3)-H,LPE(18:3)-H,LPE,(18:3),(18:3),,,,C23 H41 O7 N1 P1,474.2626155,1.326,0.133274479,1.210347298,0.412310066,0.010496347,237.1077257,591.8126208,1019.307447,800.4172982,499.9364046,243.6612917,464.9584635,165.1306987,599.2616027,427.7618542,605.0464976,380.8648734,1334.574685,639.7126187,518.002034,172.4459212,713.7029004,535.2559365,693.1947239,518.6734852,245.1316102,239.3205571,1037.0743,925.0341715,1220.911781,1456.758933,628.2505721,465.0070575,347.5503768,324.6880635,1060.854809,859.7718333,905.2996515,774.8592675
NEG295,,LPE(20:3)-H,LPE(20:3)-H,LPE,(20:3),(20:3),,,,C25 H45 O7 N1 P1,502.2939155,1.766,0.186067798,0.919980368,0.762659821,0.028126664,478.8171386,1755.463006,4285.782087,1173.034613,1505.754913,3112.976295,3985.140631,3217.409026,1085.523289,2872.688868,5441.893381,916.4836296,3588.895246,1009.691413,1602.175526,1360.507649,1939.723695,1011.181082,2125.302733,2598.467514,3833.010348,3112.099398,2724.99764,756.7392907,4919.625314,802.7448243,220.3192891,350.8749628,1184.907743,1001.446624,1946.252422,1295.642761,1385.372667,1567.585413
NEG296,,LPE(20:4)-H,LPE(20:4)-H,LPE,(20:4),(20:4),,,,C25 H43 O7 N1 P1,500.2782655,1.521853996,0.019539472,0.783018517,0.145313251,0.148641543,31828.72719,100192.8587,84637.56938,41010.8996,40234.17329,80996.41994,98685.42484,60300.0748,54786.68671,43254.48155,68765.87322,40786.51341,71748.04673,38578.89981,47829.41705,46964.16367,46766.09996,38430.31814,36565.69785,61507.83416,57270.4181,56896.89446,51330.14107,52920.55555,72698.10836,74241.7714,30613.97459,28816.71938,30524.3869,32068.59124,67425.47356,68361.10779,65261.77684,66694.77725
NEG297,,LPE(22:4)-H,LPE(22:4)-H,LPE,(22:4),(22:4),,,,C27 H47 O7 N1 P1,528.3095655,1.888311511,0.052093537,0.757395358,0.34031683,0.02053962,990.0567843,10073.94267,3867.531882,1830.221837,1412.944881,2099.448603,7412.438948,3192.465861,3048.639215,6615.966636,4805.509105,1287.444228,3518.567658,3664.085923,3681.910024,2638.590317,3274.453255,1545.8935,2947.970095,3343.153738,3676.240985,4932.141688,5338.348532,4189.880649,8471.778536,11932.80298,1672.198689,2401.577107,2548.169474,2420.265363,5086.085768,5082.635515,5094.551675,4571.229979
NEG298,,LPE(22:5)-H,LPE(22:5)-H,LPE,(22:5),(22:5),,,,C27 H45 O7 N1 P1,526.2939155,1.568586292,0.043278216,0.740336462,0.099725689,0.046727044,1973.794732,10683.9949,6334.655434,4037.692334,3531.31247,6794.978766,8310.009263,4538.789028,4774.887193,6816.418816,6218.480594,3102.483042,5311.748455,4422.827002,4008.744694,4237.144546,4780.843298,4376.668967,2810.841317,3519.098819,3977.693245,7688.667573,5299.680491,6458.409054,8743.407818,9026.294677,3487.807639,3115.991338,3650.799896,3252.331056,7125.747921,7127.597862,6523.366776,7128.259407
NEG299,,LPE(22:6)-H,LPE(22:6)-H,LPE,(22:6),(22:6),,,,C27 H43 O7 N1 P1,524.2782655,1.449467732,0.037647819,0.883798136,0.603253915,0.053941746,5134.646016,8825.135951,16942.58496,5021.50396,4993.420779,9350.957688,14205.37608,12647.37918,8652.386811,3187.370236,12133.39372,5029.149476,16794.0605,5598.537874,5981.056273,6099.670388,6697.958395,5893.748757,2986.997963,11408.78197,10767.08683,5519.571114,9063.760887,7941.393814,6518.12496,9877.292138,1665.54351,1720.20489,2531.223089,3203.037734,9464.528895,9309.709761,9072.154706,9915.466641
NEG30,,CL(75:4)-2H,CL(75:4)-2H,CL,(75:4),(75:4),,,,C84 H154 O17 P2,748.533614,9.932,0.027260416,0.568836402,0.000169866,0.21918897,21452.37032,48401.22157,30579.41805,26063.85584,26937.16873,28520.60179,39866.00251,31404.03285,30305.10609,31974.30092,22348.16203,28049.9911,16483.07444,23253.03078,11690.68353,16107.57529,13949.69439,17057.82068,14034.00803,16496.16459,23185.00709,23924.32981,18643.13169,16887.81393,25858.86178,35890.0417,19196.48542,24249.40891,20491.39234,19519.637,32319.17565,32734.78967,32741.65918,30889.61864
NEG300,,LPG(18:1)-H,LPG(18:1)-H,LPG,(18:1),(18:1),,,,C24 H46 O9 N0 P1,509.2884965,1.578,0.110442334,0.58572896,0.011672932,0.040905403,982.8560354,2935.408908,2802.816317,1713.663319,1477.657278,1951.086971,1670.94452,1928.217827,2413.956997,1365.501398,2461.900587,756.0346064,1957.526033,1313.427515,1032.598491,948.6329923,459.5749098,721.9890646,475.0927573,1143.883871,1576.361421,753.9435502,1350.590086,2207.161038,2136.164544,502.9861846,1023.768422,255.5664095,538.6075648,739.345814,1649.541805,1710.525921,1873.166461,1428.660215
NEG301,,OAHFA(36:1)-H,OAHFA(36:1)-H,OAHFA,(36:1),(36:1),,,,C36 H67 O4,563.5044835,4.150742394,0.054751846,0.856394447,0.656145724,0.079059711,8723.24649,28558.72901,43194.2149,9533.678425,9395.349865,5388.704726,66056.49158,23773.68004,34890.53484,20759.82902,25864.04713,20412.9394,43062.69916,168.4776605,15191.31138,13390.09325,16052.03958,19458.83483,6323.821107,54409.39332,18718.17041,361.0604246,237.0513676,236.2694562,10383.50397,14147.44617,26683.58332,12340.12935,20909.91572,14735.84494,9271.251072,8407.72455,9546.649218,8886.285161
NEG302,,OAHFA(36:3)-H,OAHFA(36:3)-H,OAHFA,(36:3),(36:3),,,,C36 H63 O4,559.4731835,3.088957713,0.055869461,1.110128724,0.745577482,0.036149053,746.3396994,3225.325488,3794.872393,408.7498113,720.7583378,2337.641114,8864.564814,2277.339244,2047.452495,4276.42513,3181.532458,2812.083682,4938.408317,3129.026422,2221.718115,2270.396785,2677.144577,2320.177816,1028.58611,7281.030082,1798.002507,3027.869557,2455.567986,3345.801343,2069.376446,2582.718978,3156.982351,2165.682082,3428.27564,2350.865807,1230.015231,1203.711513,1090.781008,1230.051211
NEG303,,OAHFA(38:2)-H,OAHFA(38:2)-H,OAHFA,(38:2),(38:2),,,,C38 H69 O4,589.5201335,5.867205591,0.072799281,0.839838842,0.535448691,0.073946836,10701.59091,24536.04302,29892.54298,8846.689368,9511.162268,9022.04332,29563.2384,17162.43178,21447.96128,2478.82225,19156.00073,3300.187271,25633.47386,4343.886302,16535.15725,16060.52597,17215.32666,2196.849255,7148.952715,25439.86649,17190.50602,7349.643162,5117.892271,5022.987032,3272.097981,3192.96437,2651.360677,1746.949335,2892.895176,2859.992589,21731.40835,25633.57797,22531.6524,22981.4421
NEG304,,OAHFA(38:4)-H,OAHFA(38:4)-H,OAHFA,(38:4),(38:4),,,,C38 H65 O4,585.4888335,4.154,0.030317501,0.84095682,0.63386716,0.128524779,22760.96315,61544.24971,93529.07774,25574.03449,26204.45716,13978.21954,129445.1055,59065.86522,75051.55592,268.1642685,54888.3348,2684.959095,96896.41356,2472.096818,37916.73716,38347.79465,37610.53912,41269.3363,15799.30868,98834.21287,44446.4932,1633.818078,1370.504793,1604.862038,763.375126,29593.67686,40709.61581,23258.95144,31075.31534,26143.37869,35316.62923,37116.18796,37960.12847,36488.14494
NEG305,,OAHFA(38:6)-H,OAHFA(38:6)-H,OAHFA,(38:6),(38:6),,,,C38 H61 O4,581.4575335,3.091368404,0.050187122,1.125936263,0.743725475,0.053100426,2670.64463,6762.333883,8573.25563,2181.581466,2222.750801,1138.896235,21471.2137,5165.007126,7196.124064,5920.26082,6848.161529,793.8736262,15392.69651,902.7557447,6798.000047,9232.808404,7499.844776,6446.834598,3652.235438,13706.8836,5083.888095,145.4723804,187.2378933,220.1815812,3885.876792,5496.033237,6429.464722,5496.2034,5011.480701,5539.107663,3661.106485,3887.619109,4139.841033,3915.988427
NEG306,,OAHFA(45:6)-H,OAHFA(45:6)-H,OAHFA,(45:6),(45:6),,,,C45 H75 O4,679.5670835,14.61942914,0.261091826,1.310522092,0.319334593,0.011838353,717.6888417,467.1696822,197.4576076,631.3225566,609.6993628,704.6934574,1035.04261,600.3050909,605.7293125,1297.653716,653.1241857,2011.216749,181.3626284,1490.42186,413.4302687,457.883218,556.7581807,992.731162,748.4420603,1493.673299,167.4032999,1228.25533,1755.963606,2142.032645,1104.443911,2373.448932,1882.823245,2079.355929,1662.595101,1120.579906,736.417985,1216.533601,826.2652453,734.8000395
NEG308,,PC(19:2)+HCOO,PC(19:2)+HCOO,PC,(19:2),(19:2),,,,C28 H51 O10 N1 P1,592.3256105,1.505,0.192461751,0.858655334,0.574355593,0.025147124,1597.749877,5497.759196,6122.916976,1412.689262,1078.064684,6742.506429,2013.804848,932.9204289,4413.312354,4392.153924,1602.479674,4456.285347,887.5496783,3012.059729,4663.324104,4740.649054,3635.544675,1257.633966,2026.919241,3086.896814,3759.959081,3872.578455,419.4758318,4634.887491,11.73927771,5977.882686,7710.697689,9071.734267,7712.503886,9089.192873,2550.104597,2726.307744,3696.983487,2533.875491
NEG309,,PC(10:0_11:4)+HCOO,PC(21:4)+HCOO,PC,(10:0_11:4),(10:0),(11:4),,,C30 H51 O10 N1 P1,616.3256105,1.455,0.123925798,0.558779706,0.086847175,0.057713136,1565.19251,2546.551794,8162.335136,2427.134586,1924.337803,9016.88665,4121.030247,1637.166602,2902.722016,3112.6064,1573.404604,1764.435663,895.8022506,1980.114136,3493.884756,1468.005823,3386.63926,1093.536155,1376.017237,3875.441343,3093.045149,8576.812664,1048.915931,795.6057183,743.4247155,1380.054441,6518.822239,4681.649099,7104.968128,4458.778051,2300.067226,1835.658807,1804.905507,1819.153
NEG31,,CL(76:1)-2H,CL(76:1)-2H,CL,(76:1),(76:1),,,,C85 H162 O17 P2,758.564914,10.62781997,0.066507176,1.066746506,0.846728205,0.024545487,1564.699767,8150.710424,2798.219905,1365.768193,766.432961,2730.834585,7126.940623,4580.385957,6980.885159,20890.39867,4721.060649,8614.82102,4031.95544,6534.809768,7081.139876,6717.51581,7151.016193,5644.37406,6093.678455,4166.470659,801.7331499,11172.73736,13475.94924,15553.89201,27494.99891,16563.88917,19234.33219,17307.94564,17391.90382,20266.13755,10791.20741,10607.93573,12123.98519,10602.40018
NEG311,,PC(14:0_10:1)+HCOO,PC(24:1)+HCOO,PC,(14:0_10:1),(14:0),(10:1),,,C33 H63 O10 N1 P1,664.4195105,1.993,0.039754324,1.03332795,0.910270926,0.008262042,5785.754389,8595.986416,15463.96123,3929.084716,3826.014368,20116.26842,7292.289222,5574.861858,8838.945282,20872.71907,3119.987742,5884.584673,10851.2883,23345.53671,8874.618086,9761.937162,8785.887927,5506.184722,20947.82224,6560.693669,1917.645403,8156.463362,4080.872077,4156.028429,4385.42567,4838.389021,19653.83968,19311.38754,20953.90061,20558.51215,25984.15723,23782.96789,25768.87349,25505.63573
